id,document,label,pos
9008700,걍인피니트가짱이다진짜짱이다,1,"[('걍', 'Adverb'), ('인피니트', 'Noun'), ('가', 'Josa'), ('짱', 'Noun'), ('이다', 'Josa'), ('진짜', 'Noun'), ('짱', 'Suffix'), ('이다', 'Josa')]"
10217543,볼때마다 눈물나서 죽겠다년대의 향수자극허진호는 감성절제멜로의 달인이다,1,"[('볼때', 'Noun'), ('마다', 'Josa'), ('눈물나서', 'Verb'), ('죽겠다', 'Verb'), ('년대', 'Noun'), ('의', 'Josa'), ('향수', 'Noun'), ('자', 'Suffix'), ('극', 'Modifier'), ('허진호', 'Noun'), ('는', 'Josa'), ('감성', 'Noun'), ('절제', 'Noun'), ('멜로', 'Noun'), ('의', 'Josa'), ('달인', 'Noun'), ('이다', 'Josa')]"
5957425,울면서 손들고 횡단보도 건널때 뛰쳐나올뻔 이범수 연기 드럽게못해,0,"[('울면', 'Noun'), ('서', 'Josa'), ('손', 'Noun'), ('들', 'Suffix'), ('고', 'Josa'), ('횡단보도', 'Noun'), ('건널', 'Verb'), ('때', 'Noun'), ('뛰', 'Verb'), ('쳐나', 'Verb'), ('올', 'Modifier'), ('뻔', 'Noun'), ('이범수', 'Noun'), ('연기', 'Noun'), ('드럽게', 'Adjective'), ('못', 'VerbPrefix'), ('해', 'Verb')]"
8628627,담백하고 깔끔해서 좋다 신문기사로만 보다 보면 자꾸 잊어버린다 그들도 사람이었다는 것을,1,"[('담백하고', 'Adjective'), ('깔끔해서', 'Adjective'), ('좋다', 'Adjective'), ('신', 'Modifier'), ('문', 'Modifier'), ('기', 'Modifier'), ('사', 'Modifier'), ('로만', 'Noun'), ('보다', 'Verb'), ('보면', 'Verb'), ('자꾸', 'Noun'), ('잊어버린다', 'Verb'), ('그', 'Noun'), ('들', 'Suffix'), ('도', 'Josa'), ('사람', 'Noun'), ('이었다는', 'Verb'), ('것', 'Noun'), ('을', 'Josa')]"
9864035,취향은 존중한다지만 진짜 내생에 극장에서 본 영화중 가장 노잼 노감동임 스토리도 어거지고 감동도 어거지,0,"[('취향', 'Noun'), ('은', 'Josa'), ('존중', 'Noun'), ('한', 'Determiner'), ('다지', 'Noun'), ('만', 'Josa'), ('진짜', 'Noun'), ('내생', 'Noun'), ('에', 'Josa'), ('극장', 'Noun'), ('에서', 'Josa'), ('본', 'Verb'), ('영화', 'Noun'), ('중', 'Suffix'), ('가장', 'Noun'), ('노잼', 'Noun'), ('노', 'Noun'), ('감동', 'Noun'), ('임', 'Noun'), ('스토리', 'Noun'), ('도', 'Josa'), ('어거지', 'Noun'), ('고', 'Josa'), ('감동', 'Noun'), ('도', 'Josa'), ('어거지', 'Noun')]"
6852435,ㄱ냥 매번 긴장되고 재밋음ㅠㅠ,1,"[('ㄱ', 'KoreanParticle'), ('냥', 'Noun'), ('매번', 'Noun'), ('긴장', 'Noun'), ('되고', 'Verb'), ('재밋음', 'Noun'), ('ㅠㅠ', 'KoreanParticle')]"
9143163,참 사람들 웃긴게 바스코가 이기면 락스코라고 까고바비가 이기면 아이돌이라고 깐다그냥 까고싶어서 안달난것처럼 보인다,1,"[('참', 'Verb'), ('사람', 'Noun'), ('들', 'Suffix'), ('웃긴게', 'Verb'), ('바스코', 'Noun'), ('가', 'Josa'), ('이기', 'Noun'), ('면', 'Josa'), ('락스', 'Noun'), ('코', 'Noun'), ('라고', 'Josa'), ('까고', 'Verb'), ('바비', 'Noun'), ('가', 'Josa'), ('이기', 'Noun'), ('면', 'Josa'), ('아이돌', 'Noun'), ('이라고', 'Josa'), ('깐', 'Verb'), ('다그', 'Noun'), ('냥', 'Josa'), ('까고싶어서', 'Verb'), ('안달', 'Noun'), ('난', 'Josa'), ('것', 'Noun'), ('처럼', 'Josa'), ('보인다', 'Verb')]"
4891476,굿바이 레닌 표절인것은 이해하는데 왜 뒤로 갈수록 재미없어지냐,0,"[('굿바이', 'Noun'), ('레닌', 'Noun'), ('표절', 'Noun'), ('인', 'Josa'), ('것', 'Noun'), ('은', 'Josa'), ('이해', 'Noun'), ('하는데', 'Verb'), ('왜', 'Noun'), ('뒤', 'Noun'), ('로', 'Josa'), ('갈수록', 'Noun'), ('재미', 'Noun'), ('없어지냐', 'Verb')]"
7465483,이건 정말 깨알 캐스팅과 질퍽하지않은 산뜻한 내용구성이 잘 버무러진 깨알일드,1,"[('이건', 'Noun'), ('정말', 'Noun'), ('깨알', 'Noun'), ('캐스팅', 'Noun'), ('과', 'Josa'), ('질퍽', 'Noun'), ('하', 'Suffix'), ('지', 'Josa'), ('않은', 'Verb'), ('산뜻한', 'Adjective'), ('내', 'Determiner'), ('용구성', 'Noun'), ('이', 'Josa'), ('잘', 'Verb'), ('버무러진', 'Noun'), ('깨알', 'Noun'), ('일드', 'Noun')]"
3989148,약탈자를 위한 변명 이라 저놈들은 착한놈들 절대 아닌걸요,1,"[('약탈', 'Noun'), ('자', 'Suffix'), ('를', 'Josa'), ('위', 'Noun'), ('한', 'Josa'), ('변명', 'Noun'), ('이라', 'Verb'), ('저', 'Determiner'), ('놈', 'Noun'), ('들', 'Suffix'), ('은', 'Josa'), ('착한', 'Adjective'), ('놈', 'Noun'), ('들', 'Suffix'), ('절대', 'Noun'), ('아닌', 'Adjective'), ('걸', 'Noun'), ('요', 'Josa')]"
4581211,나름 심오한 뜻도 있는 듯 그냥 학생이 선생과 놀아나는 영화는 절대 아님,1,"[('나름', 'Noun'), ('심오한', 'Adjective'), ('뜻', 'Noun'), ('도', 'Josa'), ('있는', 'Adjective'), ('듯', 'Noun'), ('그냥', 'Noun'), ('학생', 'Noun'), ('이', 'Josa'), ('선생', 'Noun'), ('과', 'Josa'), ('놀아나는', 'Verb'), ('영화', 'Noun'), ('는', 'Josa'), ('절대', 'Noun'), ('아님', 'Adjective')]"
2718894,보면서 웃지 않는 건 불가능하다,1,"[('보면서', 'Verb'), ('웃지', 'Verb'), ('않는', 'Verb'), ('건', 'Noun'), ('불가능하다', 'Adjective')]"
9705777,재미없다 지루하고 같은 음식 영화인데도 바베트의 만찬하고 넘 차이남바베트의 만찬은 이야기도 있고 음식 보는재미도 있는데  이건 볼게없다 음식도 별로 안나오고 핀란드 풍경이라도 구경할랫는데 그것도 별로 안나옴 ㅡㅡ,0,"[('재미없다', 'Adjective'), ('지루하고', 'Adjective'), ('같은', 'Adjective'), ('음식', 'Noun'), ('영화', 'Noun'), ('인데', 'Josa'), ('도', 'Noun'), ('바베트', 'Noun'), ('의', 'Josa'), ('만찬', 'Noun'), ('하고', 'Josa'), ('넘', 'Verb'), ('차이', 'Noun'), ('남바', 'Noun'), ('베트', 'Noun'), ('의', 'Josa'), ('만찬', 'Noun'), ('은', 'Josa'), ('이야기', 'Noun'), ('도', 'Josa'), ('있고', 'Adjective'), ('음식', 'Noun'), ('보는', 'Verb'), ('재미', 'Noun'), ('도', 'Josa'), ('있는데', 'Adjective'), ('이건', 'Noun'), ('볼', 'Noun'), ('게', 'Josa'), ('없다', 'Adjective'), ('음식', 'Noun'), ('도', 'Josa'), ('별로', 'Noun'), ('안', 'VerbPrefix'), ('나오고', 'Verb'), ('핀란드', 'Noun'), ('풍경', 'Noun'), ('이라도', 'Josa'), ('구', 'Modifier'), ('경', 'Modifier'), ('할랫', 'Noun'), ('는데', 'Verb'), ('그것', 'Noun'), ('도', 'Josa'), ('별로', 'Noun'), ('안', 'VerbPrefix'), ('나옴', 'Verb'), ('ㅡㅡ', 'KoreanParticle')]"
471131,절대 평범한 영화가 아닌 수작이라는걸 말씀드립니다,1,"[('절대', 'Noun'), ('평범한', 'Adjective'), ('영화', 'Noun'), ('가', 'Josa'), ('아닌', 'Adjective'), ('수작', 'Noun'), ('이라', 'Josa'), ('는걸', 'Noun'), ('말씀드립니다', 'Verb')]"
8480268,주제는 좋은데 중반부터 지루하다,0,"[('주제', 'Noun'), ('는', 'Josa'), ('좋은데', 'Adjective'), ('중반', 'Noun'), ('부터', 'Josa'), ('지루하다', 'Adjective')]"
4254115,다 짤랐을꺼야 그래서 납득할 수 없었던거야 그럴꺼야 꼭 그랬던걸꺼야,0,"[('다', 'Adverb'), ('짤랐을꺼', 'Noun'), ('야', 'Josa'), ('그래서', 'Adverb'), ('납득', 'Noun'), ('할', 'Verb'), ('수', 'Noun'), ('없었던거야', 'Adjective'), ('그럴꺼야', 'Adjective'), ('꼭', 'Noun'), ('그랬던걸', 'Adjective'), ('꺼야', 'Verb')]"
7295746, 고추를 털어버려야 할텐데,1,"[('고추', 'Noun'), ('를', 'Josa'), ('털어', 'Verb'), ('버려야', 'Verb'), ('할텐데', 'Verb')]"
5457633,카밀라벨 발연기,0,"[('카밀라', 'Noun'), ('벨', 'Noun'), ('발연기', 'Noun')]"
6091784,재밋는뎅,1,"[('재밋는뎅', 'Noun')]"
8322926,센스있는 연출력탁월한 캐스팅년대의 향수 그래서 점,1,"[('센스', 'Noun'), ('있는', 'Adjective'), ('연출', 'Noun'), ('력', 'Suffix'), ('탁월한', 'Adjective'), ('캐스팅', 'Noun'), ('년대', 'Noun'), ('의', 'Josa'), ('향수', 'Noun'), ('그래서', 'Adverb'), ('점', 'Noun')]"
6331922,엄포스의 위력을 다시 한번 깨닫게 해준 적남 꽃검사님도 연기 정말 좋았어요 완전 명품드라마,1,"[('엄포스', 'Noun'), ('의', 'Josa'), ('위력', 'Noun'), ('을', 'Josa'), ('다시', 'Noun'), ('한번', 'Noun'), ('깨닫게', 'Verb'), ('해준', 'Verb'), ('적남', 'Noun'), ('꽃', 'Noun'), ('검사', 'Noun'), ('님', 'Suffix'), ('도', 'Josa'), ('연기', 'Noun'), ('정말', 'Noun'), ('좋았어요', 'Adjective'), ('완전', 'Noun'), ('명품', 'Noun'), ('드라마', 'Noun')]"
9005897,졸쓰레기 진부하고말도안됌ㅋㅋ 아시간아까워,0,"[('졸', 'Noun'), ('쓰레기', 'Noun'), ('진부하고말', 'Adjective'), ('도안', 'Noun'), ('됌', 'Verb'), ('ㅋㅋ', 'KoreanParticle'), ('아시', 'Noun'), ('간', 'Suffix'), ('아까워', 'Adjective')]"
164908,재밌는데 별점이 왜이리 낮은고,1,"[('재밌는데', 'Adjective'), ('별', 'Modifier'), ('점', 'Noun'), ('이', 'Josa'), ('왜', 'Noun'), ('이리', 'Adverb'), ('낮은고', 'Adjective')]"
9671124,라도 기대했던 내가 죄인입니다 죄인입니다,0,"[('라도', 'Josa'), ('기대했던', 'Adjective'), ('내', 'Noun'), ('가', 'Josa'), ('죄인', 'Noun'), ('입니다', 'Adjective'), ('죄인', 'Noun'), ('입니다', 'Adjective')]"
5712231,아직도 이 드라마는 내인생의 최고,1,"[('아직도', 'Adverb'), ('이', 'Noun'), ('드라마', 'Noun'), ('는', 'Josa'), ('내', 'Determiner'), ('인생', 'Noun'), ('의', 'Josa'), ('최고', 'Noun')]"
4726746,패션에 대한 열정 안나 윈투어,1,"[('패션', 'Noun'), ('에', 'Josa'), ('대한', 'Noun'), ('열정', 'Noun'), ('안나', 'Noun'), ('윈', 'Noun'), ('투어', 'Noun')]"
7203432,키이라 나이틀리가 연기하고자 했던건 대체 정신장애일까 틱장애일까,0,"[('키이라', 'Noun'), ('나이틀리', 'Noun'), ('가', 'Josa'), ('연기', 'Noun'), ('하고자', 'Verb'), ('했던건', 'Verb'), ('대체', 'Noun'), ('정신장애', 'Noun'), ('일까', 'Verb'), ('틱장애', 'Noun'), ('일까', 'Verb')]"
112724,허허원작가 정신나간 유령이라 재미있겠네요,1,"[('허허', 'Adverb'), ('원', 'Modifier'), ('작가', 'Noun'), ('정신', 'Noun'), ('나간', 'Verb'), ('유령', 'Noun'), ('이라', 'Josa'), ('재미있겠네요', 'Adjective')]"
1105872,포스터는 있어보이는데 관객은 명이네,0,"[('포스터', 'Noun'), ('는', 'Josa'), ('있어', 'Adjective'), ('보이는데', 'Verb'), ('관객', 'Noun'), ('은', 'Josa'), ('명', 'Noun'), ('이네', 'Josa')]"
4805788,이 영화가 왜 이렇게 저평가 받는지 모르겠다,1,"[('이', 'Noun'), ('영화', 'Noun'), ('가', 'Josa'), ('왜', 'Noun'), ('이렇게', 'Adverb'), ('저', 'Determiner'), ('평가', 'Noun'), ('받는지', 'Verb'), ('모르겠다', 'Verb')]"
9336496,단순하면서 은은한 매력의 영화,1,"[('단순하면서', 'Adjective'), ('은은한', 'Adjective'), ('매력', 'Noun'), ('의', 'Josa'), ('영화', 'Noun')]"
9994900,다 알바생인가 내용도 없고 무서운거도 없고 웃긴거도 하나도 없음 완전 별싱거운 영화ㅇㅇ내ㅇ시간 넘 아까움   완전 낚임,0,"[('다', 'Adverb'), ('알바생', 'Noun'), ('인가', 'Josa'), ('내용', 'Noun'), ('도', 'Josa'), ('없고', 'Adjective'), ('무서운거도', 'Adjective'), ('없고', 'Adjective'), ('웃긴거도', 'Verb'), ('하나', 'Noun'), ('도', 'Josa'), ('없음', 'Adjective'), ('완전', 'Noun'), ('별', 'Noun'), ('싱거운', 'Adjective'), ('영화', 'Noun'), ('ㅇㅇ', 'KoreanParticle'), ('내', 'Noun'), ('ㅇ', 'KoreanParticle'), ('시간', 'Noun'), ('넘', 'Verb'), ('아까', 'Adjective'), ('움', 'Noun'), ('완전', 'Noun'), ('낚임', 'Noun')]"
6760577,오게두어라 서리한이 굶주렸다,1,"[('오게', 'Verb'), ('두어라', 'Verb'), ('서리', 'Noun'), ('한', 'Determiner'), ('이', 'Noun'), ('굶주렸다', 'Verb')]"
3440864,정말 맘에 들어요 그래서 또 보고싶은데 또 보는 방법이 없네  ㅜㅡ,1,"[('정말', 'Noun'), ('맘', 'Noun'), ('에', 'Josa'), ('들어요', 'Verb'), ('그래서', 'Adverb'), ('또', 'Noun'), ('보고싶은데', 'Verb'), ('또', 'Noun'), ('보는', 'Verb'), ('방법', 'Noun'), ('이', 'Josa'), ('없네', 'Adjective'), ('ㅜㅡ', 'KoreanParticle')]"
8548510,윤제문이라는 멋진 배우를 발견하게 됐어요 소소한 일탈이 잔잔한 미소를 머금게 합니다 음악은 조금 아쉽네요ㅠㅠ 점 주고 싶은데 평점 올리고 싶어 점 줄게요,1,"[('윤제문', 'Noun'), ('이라는', 'Josa'), ('멋진', 'Adjective'), ('배우', 'Noun'), ('를', 'Josa'), ('발견', 'Noun'), ('하게', 'Verb'), ('됐어요', 'Verb'), ('소소한', 'Adjective'), ('일', 'Modifier'), ('탈', 'Noun'), ('이', 'Josa'), ('잔잔한', 'Adjective'), ('미소', 'Noun'), ('를', 'Josa'), ('머금', 'Noun'), ('게', 'Josa'), ('합니다', 'Verb'), ('음악', 'Noun'), ('은', 'Josa'), ('조금', 'Noun'), ('아쉽네요', 'Adjective'), ('ㅠㅠ', 'KoreanParticle'), ('점', 'Noun'), ('주고', 'Verb'), ('싶은데', 'Verb'), ('평점', 'Noun'), ('올리고', 'Verb'), ('싶어', 'Verb'), ('점', 'Noun'), ('줄게요', 'Verb')]"
7719892,평점에속지마시길시간낭비 돈낭비임,0,"[('평점', 'Noun'), ('에', 'Josa'), ('속지', 'Noun'), ('마시길', 'Verb'), ('시간', 'Noun'), ('낭비', 'Noun'), ('돈', 'Noun'), ('낭비', 'Noun'), ('임', 'Noun')]"
9440670,리얼리티가 뛰어나긴 한데 큰 공감은 안간다 이민기캐릭터는 정신의학상 분노조절장애 초기 증상일거다 툭하면 사람패고 욕하고 물건 파손하고 조금 오바였음 극 초반엔 신선했는데 가면 갈수록 이민기 정신상태 공감불가,0,"[('리얼리티', 'Noun'), ('가', 'Josa'), ('뛰어나긴', 'Adjective'), ('한데', 'Eomi'), ('큰', 'Verb'), ('공감', 'Noun'), ('은', 'Josa'), ('안', 'Noun'), ('간다', 'Noun'), ('이민기', 'Noun'), ('캐릭터', 'Noun'), ('는', 'Josa'), ('정신의학', 'Noun'), ('상', 'Suffix'), ('분노조절', 'Noun'), ('장애', 'Noun'), ('초기', 'Noun'), ('증상', 'Noun'), ('일거다', 'Verb'), ('툭하면', 'Noun'), ('사람', 'Noun'), ('패', 'Noun'), ('고', 'Josa'), ('욕', 'Noun'), ('하고', 'Josa'), ('물건', 'Noun'), ('파손', 'Noun'), ('하고', 'Josa'), ('조금', 'Noun'), ('오', 'Modifier'), ('바', 'Noun'), ('였음', 'Verb'), ('극', 'Modifier'), ('초반', 'Noun'), ('엔', 'Josa'), ('신선했는데', 'Adjective'), ('가면', 'Noun'), ('갈수록', 'Noun'), ('이민기', 'Noun'), ('정신', 'Noun'), ('상태', 'Noun'), ('공감', 'Noun'), ('불가', 'Noun')]"
7991636,마이너스는 왜없냐 ㅋ 뮤비 보고 영화수준 딱 알만하더군 ㅉㅉ 북한에서 이런거 만들라고 돈 대주던,0,"[('마이너스', 'Noun'), ('는', 'Josa'), ('왜', 'Noun'), ('없냐', 'Adjective'), ('ㅋ', 'KoreanParticle'), ('뮤비', 'Noun'), ('보고', 'Noun'), ('영화', 'Noun'), ('수준', 'Noun'), ('딱', 'Adverb'), ('알', 'Noun'), ('만', 'Josa'), ('하더군', 'Verb'), ('ㅉㅉ', 'KoreanParticle'), ('북한', 'Noun'), ('에서', 'Josa'), ('이런거', 'Adjective'), ('만들라고', 'Verb'), ('돈', 'Noun'), ('대주던', 'Verb')]"
4679407,난 우리영화를 사랑합니다,0,"[('난', 'Noun'), ('우리', 'Noun'), ('영화', 'Noun'), ('를', 'Josa'), ('사랑', 'Noun'), ('합니다', 'Verb')]"
9837767,데너리스 타르 가르엔나도 용의주인이 되고 싶다누이랑근친상간이나 하고 다닐지라도소설 속에선 제일 멋진 놈이 자이메 라니스터였는데드라마속에선드래곤용이 제일 멋지네웃음감독님 토르 다크 월드는 말아 잡수셨을지라도기본 선방은 했음,1,"[('데', 'Noun'), ('너', 'Modifier'), ('리스', 'Noun'), ('타르', 'Noun'), ('가르', 'Verb'), ('엔나', 'Noun'), ('도', 'Josa'), ('용의', 'Noun'), ('주인', 'Noun'), ('이', 'Josa'), ('되고', 'Verb'), ('싶다', 'Verb'), ('누', 'Noun'), ('이랑', 'Josa'), ('근친상간', 'Noun'), ('이나', 'Josa'), ('하고', 'Verb'), ('다닐지라도', 'Verb'), ('소설', 'Noun'), ('속', 'Noun'), ('에선', 'Josa'), ('제일', 'Noun'), ('멋진', 'Adjective'), ('놈', 'Noun'), ('이', 'Josa'), ('자', 'Noun'), ('이', 'Determiner'), ('메', 'Noun'), ('라', 'Josa'), ('니스', 'Noun'), ('터', 'Noun'), ('였는데', 'Verb'), ('드라마', 'Noun'), ('속', 'Noun'), ('에선', 'Josa'), ('드래곤', 'Noun'), ('용이', 'Noun'), ('제일', 'Noun'), ('멋지', 'Adjective'), ('네', 'Determiner'), ('웃음', 'Noun'), ('감독', 'Noun'), ('님', 'Suffix'), ('토르', 'Noun'), ('다크', 'Noun'), ('월드', 'Noun'), ('는', 'Josa'), ('말', 'Noun'), ('아', 'Josa'), ('잡수셨을지라도', 'Verb'), ('기본', 'Noun'), ('선방', 'Noun'), ('은', 'Josa'), ('했음', 'Verb')]"
9063648,영화가 사람의 영혼을 어루만져 줄 수도 있군요 거친 세상사를 잠시 잊고 동화같은 영화에 행복했네요,1,"[('영화', 'Noun'), ('가', 'Josa'), ('사람', 'Noun'), ('의', 'Josa'), ('영혼', 'Noun'), ('을', 'Josa'), ('어루만져', 'Verb'), ('줄', 'Noun'), ('수도', 'Noun'), ('있군요', 'Adjective'), ('거친', 'Verb'), ('세', 'Modifier'), ('상사', 'Noun'), ('를', 'Josa'), ('잠시', 'Noun'), ('잊고', 'Verb'), ('동화', 'Noun'), ('같은', 'Adjective'), ('영화', 'Noun'), ('에', 'Josa'), ('행복했네요', 'Adjective')]"
8272095,야 세르게이 작은고추의 매운맛을 보여주마 포퐁저그 콩진호가 간다,0,"[('야', 'Exclamation'), ('세르게이', 'Noun'), ('작은', 'Adjective'), ('고추', 'Noun'), ('의', 'Josa'), ('매운', 'Adjective'), ('맛', 'Noun'), ('을', 'Josa'), ('보여주마', 'Verb'), ('포퐁', 'Noun'), ('저그', 'Noun'), ('콩', 'Noun'), ('진호', 'Noun'), ('가', 'Josa'), ('간다', 'Noun')]"
2345905,이렇게 가슴시리게 본 드라마가 또 있을까 감동 그 자체,1,"[('이렇게', 'Adverb'), ('가슴', 'Noun'), ('시리', 'Noun'), ('게', 'Josa'), ('본', 'Verb'), ('드라마', 'Noun'), ('가', 'Josa'), ('또', 'Noun'), ('있을까', 'Adjective'), ('감동', 'Noun'), ('그', 'Noun'), ('자체', 'Noun')]"
7865630,난또 저 꼬마애가 무슨 원한이 깊길래 했더니  그냥 혼자 나대다 걸 어쩌라고,0,"[('난또', 'Noun'), ('저', 'Noun'), ('꼬마', 'Noun'), ('애가', 'Noun'), ('무슨', 'Noun'), ('원한', 'Noun'), ('이', 'Josa'), ('깊길래', 'Adjective'), ('했더니', 'Verb'), ('그냥', 'Noun'), ('혼자', 'Noun'), ('나대다', 'Verb'), ('걸', 'Noun'), ('어쩌라고', 'Adverb')]"
7207064,재미있어요,1,"[('재미있어요', 'Adjective')]"
5719655,전 좋아요,1,"[('전', 'Noun'), ('좋아요', 'Adjective')]"
1651126,최고,0,"[('최고', 'Noun')]"
7246040,너무 충격적이엇다 기분을 완전히 푹 꺼지게 하는 느낌 활력이라고는 하나도 없는 너무나도 무거운지독하고 차갑고 무자비하다 그저 일본인들의 상상력은 정말 대단한거 같다는 생각이 든다,1,"[('너무', 'Adverb'), ('충격', 'Noun'), ('적이엇다', 'Verb'), ('기분', 'Noun'), ('을', 'Josa'), ('완전히', 'Adjective'), ('푹', 'Noun'), ('꺼지게', 'Verb'), ('하는', 'Verb'), ('느낌', 'Noun'), ('활', 'Noun'), ('력', 'Suffix'), ('이라고는', 'Josa'), ('하나', 'Noun'), ('도', 'Josa'), ('없는', 'Adjective'), ('너무나도', 'Adverb'), ('무거운', 'Adjective'), ('지독하고', 'Adjective'), ('차갑고', 'Adjective'), ('무자비하다', 'Adjective'), ('그저', 'Adverb'), ('일본인', 'Noun'), ('들', 'Suffix'), ('의', 'Josa'), ('상상력', 'Noun'), ('은', 'Josa'), ('정말', 'Noun'), ('대단한거', 'Adjective'), ('같다는', 'Adjective'), ('생각', 'Noun'), ('이', 'Josa'), ('든다', 'Verb')]"
717775,심심한영화,0,"[('심심한', 'Adjective'), ('영화', 'Noun')]"
8317483,백봉기 언제나오나요,1,"[('백봉기', 'Noun'), ('언제', 'Noun'), ('나오나요', 'Verb')]"
1031725,보는내내 그대로 들어맞는 예측 카리스마 없는 악역,0,"[('보는내내', 'Verb'), ('그대로', 'Noun'), ('들어맞는', 'Verb'), ('예측', 'Noun'), ('카리스마', 'Noun'), ('없는', 'Adjective'), ('악역', 'Noun')]"
3993146,불알이 나와서 당황아무튼 영화가 중간에 끝나는 느낌,0,"[('불알', 'Noun'), ('이', 'Josa'), ('나와서', 'Verb'), ('당황', 'Noun'), ('아무튼', 'Adverb'), ('영화', 'Noun'), ('가', 'Josa'), ('중간', 'Noun'), ('에', 'Josa'), ('끝나는', 'Verb'), ('느낌', 'Noun')]"
